,epoch,train_loss,val_loss
0,1,0.20846774093806744,0.0
1,2,0.18664762917906047,0.0
2,3,0.16312158834189178,0.0
3,4,0.14018256459385156,0.0
4,5,0.11985041107982397,0.12928404808044433
5,6,0.10407336624339222,0.0
6,7,0.09081354746595025,0.0
7,8,0.08078313153237104,0.0
8,9,0.07094056941568852,0.0
9,10,0.06460187751799822,0.07349744886159897
10,11,0.05915143908932805,0.0
11,12,0.05339126642793417,0.0
12,13,0.05182980881072581,0.0
13,14,0.045968280220404265,0.0
14,15,0.04353454671800137,0.054146770387887955
15,16,0.04190250243991613,0.0
16,17,0.042681064317002894,0.0
17,18,0.04058095584623515,0.0
18,19,0.036695176362991334,0.0
19,20,0.03569495156407356,0.04727134443819523
20,21,0.03673054282553494,0.0
21,22,0.03530488796532154,0.0
22,23,0.03345153615809977,0.0
23,24,0.03518377463333309,0.0
24,25,0.035055069252848625,0.042060571163892745
25,26,0.030998137313872576,0.0
26,27,0.03154605673626065,0.0
27,28,0.029389797197654843,0.0
28,29,0.031934970337897536,0.0
29,30,0.028885489446111023,0.04053733572363853
30,31,0.030659599020145832,0.0
31,32,0.029852540767751633,0.0
32,33,0.02992881720419973,0.0
33,34,0.028948200400918722,0.0
34,35,0.028112773806788026,0.038062242418527605
35,36,0.027372213522903623,0.0
36,37,0.02730580377392471,0.0
37,38,0.02706415266729891,0.0
38,39,0.026167102600447835,0.0
39,40,0.02532923666294664,0.036951564252376556
40,41,0.02509499837178737,0.0
41,42,0.025127110350877047,0.0
42,43,0.025754817109555007,0.0
43,44,0.025393637269735335,0.0
44,45,0.025372802373021842,0.03663784526288509
45,46,0.024665249534882604,0.0
46,47,0.023613340803422034,0.0
47,48,0.024226100253872573,0.0
48,49,0.026469147414900362,0.0
49,50,0.02458938241470605,0.035691024363040925
50,51,0.024466996290721,0.0
51,52,0.02557131734210998,0.0
52,53,0.023975915112532675,0.0
53,54,0.024375330470502377,0.0
54,55,0.025410639541223645,0.034798863530159
55,56,0.02405124662909657,0.0
56,57,0.021271760319359602,0.0
57,58,0.02131606489419937,0.0
58,59,0.02388110845349729,0.0
59,60,0.023922032187692822,0.03457152396440506
60,61,0.024404201866127552,0.0
61,62,0.02211618055589497,0.0
62,63,0.021802570950239897,0.0
63,64,0.022214622376486658,0.0
64,65,0.02236062178853899,0.03383461833000183
65,66,0.02571181480307132,0.0
66,67,0.022814250737428664,0.0
67,68,0.022498836927115917,0.0
68,69,0.02380146849900484,0.0
69,70,0.019344734167680143,0.0334721066057682
70,71,0.02076798474881798,0.0
71,72,0.021262623416259886,0.0
72,73,0.021649690973572434,0.0
73,74,0.022106226696632803,0.0
74,75,0.02226541405543685,0.033146456256508826
75,76,0.021218157559633254,0.0
76,77,0.022382411523722112,0.0
77,78,0.021151473163627088,0.0
78,79,0.020699594635516405,0.0
79,80,0.02104368726722896,0.03244426958262921
80,81,0.022195557807572187,0.0
81,82,0.021461156965233385,0.0
82,83,0.022344100079499184,0.0
83,84,0.024281277030240744,0.0
84,85,0.020339555817190557,0.03241887465119362
85,86,0.021171161136589945,0.0
86,87,0.020160557061899453,0.0
87,88,0.02252556709572673,0.0
88,89,0.020891608111560343,0.0
89,90,0.020551509980577976,0.03327638134360313
90,91,0.021452229958958922,0.0
91,92,0.01999678221764043,0.0
92,93,0.020238243229687213,0.0
93,94,0.021251162351109087,0.0
94,95,0.022462755104061215,0.03150949850678444
95,96,0.019419713295064867,0.0
96,97,0.019652924209367484,0.0
97,98,0.01939729746663943,0.0
98,99,0.022294756514020263,0.0
99,100,0.01882171476026997,0.03189835622906685
100,101,0.019911085185594857,0.0
101,102,0.021228286914993077,0.0
102,103,0.019541937997564672,0.0
103,104,0.018366667488589884,0.0
104,105,0.02138452014187351,0.031804924830794334
105,106,0.022906247223727406,0.0
106,107,0.01858578126411885,0.0
107,108,0.01994069537613541,0.0
108,109,0.01792384173022583,0.0
109,110,0.019486164674162865,0.031401000916957855
110,111,0.01833510787691921,0.0
111,112,0.022011812799610196,0.0
112,113,0.02019531517289579,0.0
113,114,0.020738950953818856,0.0
114,115,0.019617051200475542,0.03128444775938988
115,116,0.020709265186451376,0.0
116,117,0.020292359974700958,0.0
117,118,0.019706985319498927,0.0
118,119,0.01860355571843684,0.0
119,120,0.02128295061411336,0.030714359879493714
120,121,0.020764659822452812,0.0
121,122,0.01886218957370147,0.0
122,123,0.018149027915205805,0.0
123,124,0.018556518852710722,0.0
124,125,0.02003038621041924,0.0306657113134861
125,126,0.018165044474881143,0.0
126,127,0.02021708821412176,0.0
127,128,0.01951790355378762,0.0
128,129,0.019033925305120648,0.0
129,130,0.019316926575265826,0.030805979669094086
130,131,0.01735049084527418,0.0
131,132,0.01878343024291098,0.0
132,133,0.01743048633215949,0.0
133,134,0.021869669621810316,0.0
134,135,0.020229198248125614,0.030227376893162728
135,136,0.01978172332746908,0.0
136,137,0.020219081570394336,0.0
137,138,0.019325609563384204,0.0
138,139,0.016400526172947138,0.0
139,140,0.0174157228670083,0.029536113515496253
