,epoch,train_loss,val_loss
0,1,0.12830882593989373,0.0
1,2,0.07792876921594143,0.0
2,3,0.040726067312061784,0.0
3,4,0.033345550391823055,0.0
4,5,0.02901068711653352,0.03992635309696198
5,6,0.029046492744237186,0.0
6,7,0.02466708654537797,0.0
7,8,0.026138737425208093,0.0
8,9,0.02402379158884287,0.0
9,10,0.023865954391658305,0.04070279002189636
10,11,0.0261138703674078,0.0
11,12,0.023933312389999628,0.0
12,13,0.02264154623262584,0.0
13,14,0.020070610102266073,0.0
14,15,0.022047613561153413,0.03612792640924454
15,16,0.022633191524073483,0.0
16,17,0.020068028289824725,0.0
17,18,0.019530498888343573,0.0
18,19,0.019785369094461203,0.0
19,20,0.01948235440067947,0.03524537608027458
20,21,0.019079721346497536,0.0
21,22,0.018926458759233357,0.0
22,23,0.01733067389577627,0.0
23,24,0.01800635731779039,0.0
24,25,0.020264866296201944,0.03377013579010964
25,26,0.017288586124777794,0.0
26,27,0.01945015713572502,0.0
27,28,0.024209179822355507,0.0
28,29,0.01984868855215609,0.0
29,30,0.015663704462349416,0.03278915956616402
30,31,0.018460959428921342,0.0
31,32,0.01992183905094862,0.0
32,33,0.016733296401798724,0.0
33,34,0.014068592758849262,0.0
34,35,0.016331381537020205,0.028878572583198547
35,36,0.018372521828860046,0.0
36,37,0.016530790366232395,0.0
37,38,0.01356832724995911,0.0
38,39,0.014460970181971788,0.0
39,40,0.015263226162642241,0.02641674503684044
40,41,0.012617576681077481,0.0
41,42,0.013266369188204407,0.0
42,43,0.01778715499676764,0.0
43,44,0.012574376305565238,0.0
44,45,0.015486981486901641,0.023154592514038085
45,46,0.012483925605192781,0.0
46,47,0.01381332075688988,0.0
47,48,0.012418248970061541,0.0
48,49,0.013322600489482283,0.0
49,50,0.012435608450323344,0.020585270971059798
50,51,0.011422418290749192,0.0
51,52,0.010960979526862502,0.0
52,53,0.011168651981279254,0.0
53,54,0.011581719899550081,0.0
54,55,0.009677039459347725,0.01917756125330925
55,56,0.0086613955674693,0.0
56,57,0.00984111544676125,0.0
57,58,0.010324645810760558,0.0
58,59,0.010836400906555355,0.0
59,60,0.010460486449301244,0.017828373610973357
60,61,0.00909644931089133,0.0
61,62,0.00827555547002703,0.0
62,63,0.007689367979764938,0.0
63,64,0.012480084388516843,0.0
